url,title,content,author,categories,date,label_relevance,label_service,source
https://primicia.com.ve/guayana/ciudad/movistar-presenta-fallas-desde-hace-dias/,Movistar presenta fallas desde hace días,"Usuarios de Movistar denuncian fallas en la plataforma desde hace tres días.


Los servicios de datos móviles, llamadas y mensajes han estado intermitentes desde el día lunes.


La empresa no se ha pronunciado en sus plataformas oficiales para detallar las causas de estos inconvenientes.


 


Ten la información al instante en tu celular. Únete al grupo de Diario Primicia en WhatsApp a través del siguiente link: 
https://chat.whatsapp.com/G1A3T9ZMeGbLSwky655UNo


También estamos en Telegram como @DiarioPrimicia, únete aquí 
https://t.me/diarioprimicia",Redacción PRIMICIA,"['Ciencia y Tecnología', 'Ciudad', 'Guayana', 'Movistar']","miércoles, 15 mayo 2019",PROBLEMA DEL SERVICIO,TELECOMUNICACIONES,CLIENT
https://primicia.com.ve/guayana/ciudad/calle-de-los-frenos-llena-de-basura/,«Calle de los frenos» llena de basura,"La basura en Ciudad Guayana se ha convertido en uno de los temas más hablados y denunciados por los afectados. En el caso de la parroquia Unare, específicamente en la calle conocida por la comunidad por “la calle de los frenos”, se ha convertido en un vertedero de basura.


Varios de los establecimientos ubicados en esta zona, logran mantener cierto orden con sus desperdicios, pagando a un camión para el traslado de sus desechos. Cada establecimiento posee contenedores de basura en todo el perímetro de la calle principal.


Muchos de los que trabajan en esta zona de Puerto Ordaz son testigos de la presencia de estos cúmulos de desperdicios a lo largo de esta calle. Algunos se quejan que mientras esté la temporada de lluvias, los olores serán cada vez peor.


Gabriel Martínez aseveró que el camión de aseo, si transitaba por ese sector y trabajadores limpiaban la calle. “Desde hace aproximadamente 2 años no pasa el camión”.


Declaró que en el negocio donde labora, pagan a un camión privado para trasportar los desechos de la empresa. Además afirmó que antes las personas que transitaban por esta calle botaban la basura en frente del negocio “tuvimos que molestarnos para que no botaran sus desperdicios en frente, hasta que lo logramos”.


Jeikel Martínez aclaró que las personas que van en sus vehículos también contribuyen con la insalubridad en esta calle. “La basura siempre ha estado ahí”.


 


Letreros


A pesar que la comunidad ha logrado cercar ciertos lugares para evitar que foráneos no lancen las bolsas de desperdicios, colocan letreros muy visibles para manejar la situación, sin embargo han ignorado la labor y la presencia de basura crece en esta zona.


 


Comunidad


Vecinos de Unare hacen un llamado a las autoridades para cumplir con la limpieza de las calles diariamente y evitar futuras enfermedades a causa de esta falta de mantenimiento sobre todo a los niños que habitan en este sector.


 


Por sus medios


Dueños de establecimientos han tenido que costear el pago de camiones de basura para mantener aseado el frente de sus negocios.


 


Ten la información al instante en tu celular. Únete al grupo de Diario Primicia en WhatsApp a través del siguiente link: 
https://chat.whatsapp.com/HWyKZ9dACBI9Tl0joLIRVu


También estamos en Telegram como @DiarioPrimicia, únete aquí 
https://t.me/diarioprimicia",Verónica Millán,"['Ciudad', 'Guayana', 'Unare', 'basura']","sábado, 01 junio 2019",PROBLEMA DEL SERVICIO,ASEO URBANO,CLIENT
https://primicia.com.ve/guayana/ciudad/vecinos-de-san-rafael-incomodos-por-la-basura/,Vecinos de San Rafael incómodos por la basura,"Vecinos de San Rafael, en el centro de San Félix, denuncian falta de mantenimiento en la zona, situación que los afecta, por los malos olores provenientes de la basura acumulada en gran parte de la comunidad.


José Martínez, habitante del sector expresó preocupación por la falta de aseo, indicó que las calles están llenas de huecos y la presencia de desechos sólidos es incomodo para los que allí habitan.


Orlando Guzmán, otro de los vecinos acotó que los desperdicios provienen no solo de los transeúntes, sino de varios centros clínicos en las adyacencias de la comunidad, porque también botan los desechos quirúrgicos en una de las esquinas del sector.


Agregó que la temporada de lluvias es fatal, porque los desperdicios corren por toda la calle, al igual que los malos olores.


Además indicó que las vías públicas se inundan debido a la obstrucción de los desagües. En reiteradas ocasiones residentes han exigido el cese del bote de basura, pero solo han recibido insultos por parte de los responsables de tal acto.


Otros problemas de la comunidad Julia de Ortega, es una las tantas afectadas por un desagüe de aguas servidas obstruidos desde hace mas de dos años, denunció que esto ocasionó la filtración del líquido putrefacto.


Indicó que en su momento se trasladó a las autoridades gubernamentales para pedir ayuda ante el problema, pero no fueron atendidos. Explicó que un vecino hizo la reparación de la tubería, cansado de la situación en que vivían, hasta el momento, las paredes del patio están propensas a derrumbarse por la filtración de aguas.


 


Ten la información al instante en tu celular. Únete al grupo de Diario Primicia en WhatsApp a través del siguiente link: 
https://chat.whatsapp.com/Fhv1cSBfZWLLezfVJftHPN


También estamos en Telegram como @DiarioPrimicia, únete aquí 
https://t.me/diarioprimicia",Verónica Millán,"['Ciudad', 'basura', 'comunidad', 'desechos', 'vecinos']","martes, 02 julio 2019",PROBLEMA DEL SERVICIO,ASEO URBANO,CLIENT
https://primicia.com.ve/guayana/ciudad/reportan-fallas-de-internet-en-paratepuy/,Reportan fallas de Internet en Paratepuy,"En la urbanización Paratepuy, en Puerto Ordaz, se registran fallas del servicio de Internet desde tres meses.


El problema surge del servicio que presta Cantv en la zona.


Javier González, quien hace vida en el sitio, indicó que la situación empeora cada vez e incluso afecta la señal de telefonía de la misma empresa.


Él y otra gran cantidad de habitantes sufren las consecuencias diarias del problema.


“El Internet se ha vuelto una herramienta muy necesaria en los últimos tiempos y no contar con él dificulta los quehaceres diarios”, señaló.


Para los vecinos que trabajan desde casa o deben enviar documentos importantes o necesitan realizar transacciones bancarias, la falla resulta peor.


La comunicación con familiares o amigos también se ha vuelto un lujo para quienes residen en Paratepuy.


Internet y la señal de telefonía siempre es deficiente desde hace tres meses y muy pocas veces el servicio el óptimo.


Los afectados han presentado sus quejas a las operadoras de Cantv pero no han tenido respuestas satisfactorias referidas al día en el que podrían restablecer el servicio que pagan mensualmente.




Ten la información al instante en tu celular. Únete al grupo de Diario Primicia en WhatsApp a través del siguiente link: 
https://chat.whatsapp.com/Fr9gVHN4A436nOIw6sepgk


También estamos en Telegram como @DiarioPrimicia, únete aquí 
https://t.me/diarioprimicia",Mairis Figuera,"['Paratepuy', 'comunidad', 'internet', 'servicio', 'urbanización']","lunes, 03 junio 2019",PROBLEMA DEL SERVICIO,TELECOMUNICACIONES,CLIENT
https://primicia.com.ve/guayana/ciudad/vecinos-de-villa-colombia-no-toleran-la-basura/,Vecinos de Villa Colombia no toleran la basura,"Vecinos de la comunidad de Villa Colombia denuncia la falta del aseo urbano en esta zona de la ciudad.


Reinaldo Alfaro explicó que la basura ha estado en ese lugar desde hace más de 7 meses. “ los escombros son recogidos una vez al mes, pero en cuanto la recogen, no transcurre mucho tiempo cuando lanzan de nuevo la basura en el lugar”.


Alfaro es comerciante y afectado por esta situación, su negocio está ubicado adyacente al botadero de basura.


Expreso que en varias oportunidades algunas personas han querido limpiar la zona y recibir pagos por esta acción, pero no diariamente. Aclararon varios transeúntes quienes no quisieron dar sus nombres que, “los vecinos se quejan, pero ellos mismos son los que botan la basura como todos los demás”.


 


Insalubridad


Las viviendas ubicadas cerca de este basurero estan afectadas por los malos olores y la presencia de animales carroñeros como los zamuros.


Denunciaron que, los desechos también son lanzados por foráneos que pasan por esta vía principal.


 


Ten la información al instante en tu celular. Únete al grupo de Diario Primicia en WhatsApp a través del siguiente link: 
https://chat.whatsapp.com/Fr9gVHN4A436nOIw6sepgk


También estamos en Telegram como @DiarioPrimicia, únete aquí 
https://t.me/diarioprimicia",Verónica Millán,"['Ciudad', 'Guayana', 'Villa Colombia', 'basura']","martes, 04 junio 2019",PROBLEMA DEL SERVICIO,ASEO URBANO,CLIENT
https://primicia.com.ve/guayana/ciudad/calles-de-castillito-inundadas-de-basura/,Calles de Castillito inundadas de basura,"La calle Mariguitar, en la urbanización Orinoco, adyacente a la avenida principal de Castillito, se ha convertido en un vertedero de basura desde hace aproximadamente un año.


Marco Brito, quien labora en un comercio ubicado cerca de ese bote de basura, asegura que lleva tres semanas trabajando en el lugar y el olor es insoportable.


“Por esta calle pasan hasta niños para ir al colegio, a veces prefieren irse por otra calle para evitar la presencia de moscas, zamuros y malos olores”.


Expresó que están buscando una solución como comunidad porque el aseo no pasa por el lugar desde aproximadamente tres semanas.


Otros trabajadores indicaron que el calor y las precipitaciones registradas en la ciudad alborotan la basura.


Aseguran que la situación empeora con el pasar de los días porque “las montañas de desechos” se llenan de animales en busca de comida.


Para evitar moscas y malos olores, algunos vecinos queman la basura mientras que otros prefieren mantenerla en bolsas hasta que el servicio de aseo pase y se la lleve.


 


Representantes


Padres de los estudiantes del colegio Wenceslao Monserrat afirman que esa calle siempre es utilizada como vertedero de desperdicios.


“Los mismos vecinos botan la basura ahí y personas que pasan por esa calle aprovechan y lanzan los desperdicios”, dijo el representante de un estudiante.


Alegan que algunos evitan pasar por esa calle para que sus hijos no se vean afectados a nivel de salud por esta situación.


 


Avenida


La acumulación de basura no solo se percibe en las calles de Castillito, transeúntes y comerciantes también se ven afectados por esta problemática en otros sectores de la ciudad.


En algunas zonas de Unare, por ejemplo, se observan a diario vertederos de basura que hasta impiden el libre tránsito vehicular y peatonal.


Cerca de paradas de transporte, colegios, plazas y estaciones de servicios se acumulan desperdicios, afectando así a la colectividad en general.


Ciudadanos piden a la municipalidad sanear las calles constantemente e implementar sanciones para quienes ensucian los espacios públicos.


Aseguran que es necesaria la colaboración de todos para lograr una ciudad más limpia y saludable.


 


Opciones de los vecinos


Algunos habitantes de la comunidad queman la basura, mientras que otros prefieren guardar los desperdicios en bolsas plásticas para que no se esparzan por todas las calles.


 


Ten la información al instante en tu celular. Únete al grupo de Diario Primicia en WhatsApp a través del siguiente link: 
https://chat.whatsapp.com/Fr9gVHN4A436nOIw6sepgk


También estamos en Telegram como @DiarioPrimicia, únete aquí 
https://t.me/diarioprimicia",Verónica Millán,"['Castillito', 'Ciudad', 'Guayana', 'basura']","miércoles, 05 junio 2019",PROBLEMA DEL SERVICIO,ASEO URBANO,CLIENT
https://primicia.com.ve/guayana/ciudad/mercado-de-unare-colapsa-en-basura/,Mercado de Unare colapsa  en basura,"Las instalaciones del mercado municipal de Unare emana malos olores y presenta una importante cantidad de desechos sólidos que perturban a los comerciantes y clientes que ahí laboran.


Narielys Morales, comerciante del sector afirma que, “esta situación es difícil de controlar, la única solución es sembrar matas, si las personas ven que están sembrando, lo piensan dos veces antes de lanzar la basura en ese lugar”.


Afirmó que, el bote de basura ha existido desde hace varios años atrás. “Esta zona la limpian y cuando te das cuenta, la gente del mismo sector vuelve y echa la basura”.


Con ánimos de nostalgia declaró que los días de la semana en especial los domingos la gente necesitada llegan a este lugar a buscar comida, zapatos que les pueda servir y rompen las bolsas para ir al encuentro de alimento , “no solo es una sola persona, a veces llegan en grupo” aseveró.


En la esquina conocida por la tikera de Unare, varios han implementado venta de alimentos, frutas, verduras, entre otros.


Los malos olores y la presencia de los zamuros, son algunas de las incomodidades que padecen los que laboran a diario en esta zona.


“Vengo al mercado de Unare porque es un poco más económico en cuanto a los precios de la comida en comparación con otros establecimientos, pero no puedo comprar al lado del basurero”, expresó un cliente, quien no quiso dar su nombre.


A pesar que los demás establecimientos del mercado de Unare, hacen lo posible por mantener el área limpia, esta esquina ha sido una de los problemas de la zona.


 


Vecinos


Habitantes del bloque 24, denunciaron que con las lluvias alborotan el mal olor que proviene de los desechos sólidos, afirmando que cada vez es peor.


Aunque si han limpiado la zona del depósito improvisado de la basura, constantemente personas que viven alrededor también son participes de esta situación.


Además indicaron que los zamuros desde que llegaron, no se han ido por la facilidad de la comida en descomposición.


Algunas personas expresaron que, es terrible para la salud, esta situación.


 


Vía principal congestionada


La misma situación padece una de las calles principales del sector I que abarca toda la avenida con cerros de desperdicios, esto por personas foráneas que lanzan sus desechos y los comercios que hacen lo posible por guardarlos en bolsas plásticas preparadas para el camión del aseo.


Se pudo conocer que existen personas de bajos recursos limpiando en lo posible, ciertos lugares a cambio de recibir pagos por los comerciantes, como una acción voluntaria.


Otras de la modalidades es pagar camiones de basura privados, quienes se hacen responsables de levantar las bolsas con desechos sólidos del sector y tratar de mantener las adyacencias limpias, con un correspondiente pago de dueños de comercios o las comunidades que se ven afectadas por la falta del servicio de aseo urbano en la ciudad.


 


Lidian con las moscas y malos olores


Las personas tienen que caminar por las calles, para llevar a sus hijos a las escuelas cercanas y lidiar con los malos olores, algunos prefieren evitar esta vía.


 


Ten la información al instante en tu celular. Únete al grupo de Diario Primicia en WhatsApp a través del siguiente link: 
https://chat.whatsapp.com/Fr9gVHN4A436nOIw6sepgk


También estamos en Telegram como @DiarioPrimicia, únete aquí 
https://t.me/diarioprimicia",Verónica Millán,"['Ciudad', 'Guayana', 'Unare', 'basura', 'mercado']","domingo, 09 junio 2019",PROBLEMA DEL SERVICIO,ASEO URBANO,CLIENT
https://primicia.com.ve/guayana/ciudad/basura-afecta-ventas-en-mercado-de-chirica/,Basura afecta ventas en mercado de Chirica,"Frente al mercado de Chirica ubicado en San Félix, la abundancia de basura perjudica las jornadas de los trabajadores.


María José Gutiérrez, dueña de un puesto de sardinas, afirmó que sus ventas disminuyen cuando hay mayor cantidad de basura frente al local.


“Las personas se alejan por el mal olor”, declaró Gutiérrez.


Vendedores aseguraron que se efectúa un pago por la limpieza de la zona, pero no quedan conformes.


Limpieza 


El aseo asiste regularmente. Sin embargo no recogen a profundidad, por lo que persisten los malos olores y restos de basura.


Gladys Hernández, comerciante, declaró que el camión de la basura solo recoge al inicio de la calle y en el centro quedan desechos. Dentro de las instancias del mercado, se observan gusanos en el piso.


“Los perjudicados somos nosotros”, alegó Gutiérrez. A su vez explicó que han pedido a las autoridades una limpieza del área en su totalidad o la reubicación de los puestos de trabajo.


 


Ten la información al instante en tu celular. Únete al grupo de Diario Primicia en WhatsApp a través del siguiente link: 
https://chat.whatsapp.com/Fr9gVHN4A436nOIw6sepgk


También estamos en Telegram como @DiarioPrimicia, únete aquí 
https://t.me/diarioprimicia",Marialejandra Meléndez,"['Economía', 'basura', 'contaminación', 'mercado de Chirica']","domingo, 16 junio 2019",PROBLEMA DEL SERVICIO,ASEO URBANO,CLIENT
https://primicia.com.ve/guayana/ciudad/villa-colombia-entre-basura-y-aguas-negras/,Villa Colombia entre basura y aguas negras,"La contaminación por desechos sólidos acumulados y cloacas desbordadas genera malestar de la comunidad de Villa Colombia.


Lina Zamora, quien vive en uno de los edificios cerca de la zona de acumulación de basura, comenta que los mismos vecinos han tenido que organizarce y habilitar sus carros para poder trasladar los desechos.


Este tipo de autogestión se da debido a que el aseo urbano pasa mínimo en dos semanas y hasta mucho más. “Hemos tenido que esperar hasta meses”, comentò Zamora.


De igual forma los habitantes del sector se quejan que este problema ha traído consecuencias como enfermedades, mal olor que sube hasta los pisos más altos, moscas y la presencia abundante de zamuros.


A pocos metros de la basura se encuentra una cloaca desbordada que lleva apróximadamente más de siete años, comentó el señor José Gúzman, quien a su vez denunció que a la hora de comunicarse con los entes gubernamentales, los mismo no atienden a su solicitud “por no tener el Carnet de la Patria”.


La comunidad reclama ser tomada en cuenta y obtener una solución eficaz par este problema.


 


Ten la información al instante en tu celular. Únete al grupo de Diario Primicia en WhatsApp a través del siguiente link: 
https://chat.whatsapp.com/Fr9gVHN4A436nOIw6sepgk


También estamos en Telegram como @DiarioPrimicia, únete aquí 
https://t.me/diarioprimicia",Yonathan Montalto,"['Villa Colombia', 'aguas negras', 'basura']","lunes, 17 junio 2019",PROBLEMA DEL SERVICIO,ASEO URBANO,CLIENT
https://primicia.com.ve/guayana/ciudad/villa-colombia-entre-basura-y-aguas-negras/,Villa Colombia entre basura y aguas negras,"La contaminación por desechos sólidos acumulados y cloacas desbordadas genera malestar de la comunidad de Villa Colombia.


Lina Zamora, quien vive en uno de los edificios cerca de la zona de acumulación de basura, comenta que los mismos vecinos han tenido que organizarce y habilitar sus carros para poder trasladar los desechos.


Este tipo de autogestión se da debido a que el aseo urbano pasa mínimo en dos semanas y hasta mucho más. “Hemos tenido que esperar hasta meses”, comentò Zamora.


De igual forma los habitantes del sector se quejan que este problema ha traído consecuencias como enfermedades, mal olor que sube hasta los pisos más altos, moscas y la presencia abundante de zamuros.


A pocos metros de la basura se encuentra una cloaca desbordada que lleva apróximadamente más de siete años, comentó el señor José Gúzman, quien a su vez denunció que a la hora de comunicarse con los entes gubernamentales, los mismo no atienden a su solicitud “por no tener el Carnet de la Patria”.


La comunidad reclama ser tomada en cuenta y obtener una solución eficaz par este problema.


 


Ten la información al instante en tu celular. Únete al grupo de Diario Primicia en WhatsApp a través del siguiente link: 
https://chat.whatsapp.com/Fr9gVHN4A436nOIw6sepgk


También estamos en Telegram como @DiarioPrimicia, únete aquí 
https://t.me/diarioprimicia",Yonathan Montalto,"['Villa Colombia', 'aguas negras', 'basura']","lunes, 17 junio 2019",PROBLEMA DEL SERVICIO,ASEO URBANO,CLIENT
